|625044968|02|10||A|Mr.|dtac|trinet|15|DUMMY||U|1977-01-01|201|66|S|0|0|1|Y|N|T|0|1||0|0|N|N|N|0|029128105||022028000|||66875946226|popfat@dtac.co.th|||02|||||2016-01-04 09:52:23|LLCHAILUCK|2016-01-04 09:52:23|LLCHAILUCK||625044968|66875946226|02|||T|Mr.|dtac|trinet|S||||12056841|2016-01-04|100|||A||8966181111209682277|T|T|T|01|10000002||N|2016-01-04||2016-01-04 09:52:23|2016-01-04 09:52:23|2016-01-04 09:52:23|LLCHAILUCK|11000008|1|||||||||0||1313|||||||||||||0|0||||||N|0|2020-06-05 15:21:15|LLOSSUPASIT|
|625045138|02|10||A|Mr.|dtac|trinet|15|DUMMY||U|1977-01-01|201|66|S|0|0|1|Y|N|T|0|1||0|0|N|N|N|0|029128105||022028000|||66816188166|popfat@dtac.co.th|||02|||||2016-01-04 09:52:43|LLCHAILUCK|2016-01-04 09:52:43|LLCHAILUCK||625045138|66816188166|02|||T|Mr.|dtac|trinet|S||||12056841|2016-01-04|100|||A||8966180911224080915|T|T|T|01|10000002||N|2016-01-04||2016-01-04 09:52:43|2016-01-04 09:52:43|2016-01-04 09:52:43|LLCHAILUCK|11000008|1|||||||||0||0399|||||||||||||0|0||||||N|0|2020-06-05 15:21:22|LLOSSUPASIT|
|625045268|02|10||A|Mr.|dtac|trinet|15|DUMMY||U|1977-01-01|201|66|S|0|0|1|Y|N|T|0|1||0|0|N|N|N|0|029128105||022028000|||66897326456|popfat@dtac.co.th|||02|||||2016-01-04 09:52:59|LLCHAILUCK|2016-01-04 09:52:59|LLCHAILUCK||625045268|66897326456|02|||T|Mr.|dtac|trinet|S||||12056841|2016-01-04|100|||A||8966180905252586991|T|T|T|01|10000002||N|2016-01-04||2015-09-06 09:52:59|2016-01-04 09:52:59|2015-09-06 09:52:59|LLCHAILUCK|11000008|7|||||||||0||7668|||||||||||||0|0||||||N|0|2020-06-05 15:21:28|LLOSSUPASIT|
|625045408|02|10||A|Mr.|dtac|trinet|15|DUMMY||U|1977-01-01|201|66|S|0|0|1|Y|N|T|0|1||0|0|N|N|N|0|029128105||022028000|||66814908236|popfat@dtac.co.th|||02|||||2016-01-04 09:53:15|LLCHAILUCK|2016-01-04 09:53:15|LLCHAILUCK||625045408|66814908236|02|||T|Mr.|dtac|trinet|S||||12056841|2016-01-04|100|||A||8966180012088146031|T|T|T|01|10000002||N|2016-01-04||2015-09-06 09:53:15|2016-01-04 09:53:15|2015-09-06 09:53:15|LLCHAILUCK|11000008|1|||||||||0||4937|||||||||||||0|0||||||N|0|2020-06-05 15:21:35|LLOSSUPASIT|
|625045568|02|10||A|Mr.|dtac|trinet|15|DUMMY||U|1977-01-01|201|66|S|0|0|1|Y|N|T|0|1||0|0|N|N|N|0|029128105||022028000|||66817144976|popfat@dtac.co.th|||02|||||2016-01-04 09:53:35|LLCHAILUCK|2016-01-04 09:53:35|LLCHAILUCK||625045568|66817144976|02|||T|Mr.|dtac|trinet|S|||2|12056841|2016-01-04|100|||A||8966160106088149765|T|T|T|01|10000002||N|2016-01-04||2015-09-06 09:53:35|2016-01-04 09:53:35|2015-09-06 09:53:35|LLCHAILUCK|11000008|1|||||||||0||1255|||||||||||||0|0||||||N|0|2020-06-05 15:21:42|LLOSSUPASIT|
|625045718|02|10||A|Mr.|dtac|trinet|15|DUMMY||U|1977-01-01|201|66|S|0|0|1|Y|N|T|0|1||0|0|N|N|N|0|029128105||022028000|||66897569986|popfat@dtac.co.th|||02|||||2016-01-04 09:53:53|LLCHAILUCK|2016-01-04 09:53:53|LLCHAILUCK||625045718|66897569986|02|||T|Mr.|dtac|trinet|S||||12056841|2016-01-04|100|||A||8966160110113119868|T|T|T|01|10000002||N|2016-01-04||2015-09-06 09:53:53|2016-01-04 09:53:53|2015-09-06 09:53:53|LLCHAILUCK|11000008|4|||||||||0||9432|||||||||||||0|0||||||N|0|2020-06-05 15:21:49|LLOSSUPASIT|
|625045878|02|10||A|Mr.|dtac|trinet|15|DUMMY||U|1977-01-01|201|66|S|0|0|1|Y|N|T|0|1||0|0|N|N|N|0|029128105||022028000|||66815674166|popfat@dtac.co.th|||02|||||2016-01-04 09:54:12|LLCHAILUCK|2016-01-04 09:54:12|LLCHAILUCK||625045878|66815674166|02|||T|Mr.|dtac|trinet|S||||12056841|2016-01-04|100|||A||8966180805515287694|T|T|T|01|10000002||N|2016-01-04||2015-09-06 09:54:12|2016-01-04 09:54:12|2015-09-06 09:54:12|LLCHAILUCK|11000008|1|||||||||0||1680|||||||||||||0|0||||||N|0|2020-06-05 15:21:56|LLOSSUPASIT|
|625046018|02|10||A|Mr.|dtac|trinet|15|DUMMY||U|1977-01-01|201|66|S|0|0|1|Y|N|T|0|1||0|0|N|N|N|0|029128105||022028000|||66814927316|popfat@dtac.co.th|||02|||||2016-01-04 09:54:29|LLCHAILUCK|2016-01-04 09:54:29|LLCHAILUCK||625046018|66814927316|02|||T|Mr.|dtac|trinet|S||||12056841|2016-01-04|100|||A||8966180804510506133|T|T|T|01|10000002||N|2016-01-04||2015-09-06 09:54:29|2016-01-04 09:54:29|2015-09-06 09:54:29|LLCHAILUCK|11000008|1|||||||||0||5787|||||||||||||0|0||||||N|0|2020-06-05 15:22:03|LLOSSUPASIT|
|625046168|02|10||A|Mr.|dtac|trinet|15|DUMMY||U|1977-01-01|201|66|S|0|0|1|Y|N|T|0|1||0|0|N|N|N|0|029128105||022028000|||66816420576|popfat@dtac.co.th|||02|||||2016-01-04 09:54:46|LLCHAILUCK|2016-01-04 09:54:46|LLCHAILUCK||625046168|66816420576|02|||T|Mr.|dtac|trinet|S||||12056841|2016-01-04|100|||A||8966180011226381609|T|T|T|01|10000002||N|2016-01-04||2016-01-04 09:54:46|2016-01-04 09:54:46|2016-01-04 09:54:46|LLCHAILUCK|11000008|1|||||||||0||1197|||||||||||||0|0||||||N|0|2020-06-05 15:22:10|LLOSSUPASIT|
|625046338|02|10||A|Mr.|dtac|trinet|15|DUMMY||U|1977-01-01|201|66|S|0|0|1|Y|N|T|0|1||0|0|N|N|N|0|029128105||022028000|||66814544376|popfat@dtac.co.th|||02|||||2016-01-04 09:55:07|LLCHAILUCK|2016-01-04 09:55:07|LLCHAILUCK||625046338|66814544376|02|||T|Mr.|dtac|trinet|S||||12056841|2016-01-04|100|||A||8966160103078152974|T|T|T|01|10000002||N|2016-01-04||2015-09-06 09:55:07|2016-01-04 09:55:07|2015-09-06 09:55:07|LLCHAILUCK|11000008|1|||||||||0||0283|||||||||||||0|0||||||N|0|2020-06-05 15:22:17|LLOSSUPASIT|
